chr	start	end	mean_meth_FB	mean_cov_FB	nCpG_FB	name	mean_meth_WB	mean_cov_WB	nCpG_WB	delta	direction	overlapping_gene_NCBI_ID	overlapping_gene_NCBI_symbol	gene description
NC_133190.1	24301670	24302274	0	10.10612245	245	cgi6888	0.020190956	93.62413195	123	-0.020190956	No change	137487746;567919		
NC_133181.1	45893676	45893929	0.001190476	11.97777778	124	cgi2961	0.021372484	24.63888889	33	-0.020182008	No change	100333566		
NC_133185.1	46727059	46727616	0.002494935	11.72881356	354	cgi5011	0.022676789	38.65975216	122	-0.020181853	No change	324123		
NC_133200.1	37709704	37709929	0.033928337	11.6627141	137	cgi11164	0.054095631	44.75	28	-0.020167293	No change	563177;563569;100004768;100329422		
NC_133188.1	40850952	40851316	0.001361656	10.9754902	204	cgi6119	0.021525029	123.75	54	-0.020163373	No change	100331767		
NC_133195.1	26362596	26362834	0.457243551	14.08541667	116	cgi9042	0.437088245	63.625	62	0.020155306	No change	556002;556523		
NC_133182.1	40100686	40100988	0.000617284	12.91975309	162	cgi3471	0.020761146	91.6031746	41	-0.020143862	No change	100330508;100330371		
NC_133178.1	6601341	6601725	0.951390179	10.623779	159	cgi1189	0.971520881	105.8961039	40	-0.020130702	No change	561642;110439335		
NC_133178.1	26342722	26343003	0	11.00909091	110	cgi1391	0.020130522	89.36904762	32	-0.020130522	No change	327299		
NC_133195.1	246115	246627	0.000229717	21.9811828	372	cgi8876	0.020348804	84.63461539	52	-0.020119087	No change	566732		
NC_133184.1	56286506	56286851	0	12.39444444	180	cgi4531	0.020109813	50.77302632	73	-0.020109813	No change	553061		
NC_133184.1	30701671	30701958	0	11.95833333	144	cgi4393	0.020104177	104.453125	68	-0.020104177	No change	368448		
NC_133189.1	2035948	2036198	0.000668251	12.19369369	222	cgi6317	0.020732396	53.57818533	142	-0.020064145	No change	102725540		
NC_133188.1	9985565	9986176	0	17.73511905	336	cgi5929	0.020058639	83.59554629	152	-0.020058639	No change	405882		
NC_133183.1	30280508	30281124	0.000694741	21.76234568	324	cgi3993	0.020750156	45.21814904	110	-0.020055415	No change	415256		
NC_133200.1	82199	82421	0.918331953	24.80701754	114	cgi10848	0.938376943	112.75	36	-0.02004499	No change	402995;100333293		
NC_133177.1	63399648	63400166	0.001582394	22.11827957	372	cgi1095	0.021621421	37.34744827	84	-0.020039027	No change	100526672;327613		
NC_133194.1	46550774	46551017	0	10.62857143	105	cgi8800	0.020013549	70.58333333	30	-0.020013549	No change	334527		
NC_133186.1	25710514	25710785	0.000606061	11.34	150	cgi5244	0.020619382	33.40625	32	-0.020013322	No change	567938		
NC_133198.1	50418143	50418465	0.000592313	27.25793651	167	cgi10502	0.02060543	69.72008547	48	-0.020013117	No change	101885888		
NC_133180.1	33411521	33412551	0.000283846	10.74418605	516	cgi2317	0.020296624	119.8258258	118	-0.020012778	No change	326935		
NC_133199.1	21007667	21008102	0.002118783	26.25714286	210	cgi10614	0.022109261	42.70962733	74	-0.019990478	No change	100003232		
NC_133197.1	636044	636277	0.954399075	10.86363636	131	cgi9789	0.974384921	10.13333333	30	-0.019985846	No change	100145909		
NC_133176.1	363688	364181	0.925237467	16.64102564	312	cgi39	0.905274103	59.48611111	66	0.019963364	No change	335153;101885776		
NC_133176.1	47648820	47649153	0	11.09885057	149	cgi314	0.019963339	54.26190476	84	-0.019963339	No change	436951		
NC_133177.1	51529291	51529628	0	14.41358025	162	cgi968	0.019961634	35.85	40	-0.019961634	No change	561830		
NC_133184.1	46030015	46030521	0.004471081	13.80851064	282	cgi4465	0.024426507	17.69117647	55	-0.019955426	No change	100037318		
NC_133200.1	38122559	38123047	0.000272777	11.07531802	275	cgi11181	0.020208525	51.50566861	163	-0.019935748	No change	100330221		
NC_133199.1	20260863	20261110	0.000313283	16.40476191	168	cgi10611	0.020238997	122.2708333	48	-0.019925714	No change	561295		
NC_133187.1	38353891	38354191	0	14.31	155	cgi5696	0.019910316	54.55769231	52	-0.019910316	No change	393205		
NC_133198.1	44230326	44230638	0.000219298	13.94861111	220	cgi10405	0.020106557	124.9816934	72	-0.019887259	No change	101882936		
NC_133186.1	33280176	33280441	0	10.94202898	138	cgi5289	0.019884577	61.875	40	-0.019884577	No change	no_gene		
NC_133183.1	33913837	33914324	0.001814839	19.69202899	276	cgi4024	0.021694685	127.5833334	36	-0.019879846	No change	541487		
NC_133199.1	26676089	26676315	0.000578704	14.08333333	108	cgi10651	0.020450412	52.8125	32	-0.019871709	No change	555852		
NC_133195.1	495475	496035	0.000319285	12.47963299	347	cgi8881	0.020179842	71.55341879	48	-0.019860557	No change	568757		
NC_133179.1	146842	147230	0.000157828	34.68560606	264	cgi1630	0.020014252	72.28409091	88	-0.019856424	No change	100003877		
NC_133196.1	23605081	23605599	0.000127714	15.77483165	269	cgi9572	0.019958029	60.35	60	-0.019830315	No change	100006332		
NC_133181.1	20464863	20465455	0.000182749	17.46491228	228	cgi2865	0.020012004	89.28571431	28	-0.019829255	No change	326091		
NC_133199.1	45824508	45825059	0.945867301	15.26871707	260	cgi10819	0.965680028	34.70416667	75	-0.019812727	No change	100003113		
NC_133194.1	8813767	8814165	0	14.49549549	222	cgi8614	0.019799813	49.98839286	40	-0.019799813	No change	563531;100034477		
NC_133194.1	11655990	11656506	0	10.10683761	214	cgi8635	0.019788207	32.03125	32	-0.019788207	No change	567297		
NC_133177.1	61476958	61478196	0.009853003	10.65152625	621	cgi1045	0.029637833	55.71438419	230	-0.019784831	No change	100151059;100332965		
NC_133191.1	45372241	45372831	0.00020202	15.58181818	330	cgi7391	0.019980641	90.46153847	52	-0.01977862	No change	100149950;30719		
NC_133192.1	50806950	50807207	0.004277853	14.63095238	168	cgi7916	0.024030245	128.1849951	126	-0.019752392	No change	58004		
NC_133189.1	539124	539563	0.965840088	11.69140212	215	cgi6276	0.985591633	15.27020202	67	-0.019751545	No change	101882648		
NC_133176.1	33955007	33955357	0.001889859	11.97058823	204	cgi254	0.021638723	55.54166667	24	-0.019748865	No change	100000151		
NC_133199.1	283368	283637	0.000406047	20.03645833	192	cgi10515	0.020148222	48.35375	106	-0.019742175	No change	101885019;141380798		
NC_133183.1	60820985	60821239	0.915437275	16.15	120	cgi4118	0.935154723	109.9772727	44	-0.019717448	No change	566871		
NC_133187.1	50929870	50930189	0	10.34285714	175	cgi5792	0.019717109	82.80555556	36	-0.019717109	No change	100037390;568166		
NC_133192.1	1346603	1347161	0.001278147	13.47674419	258	cgi7606	0.020978847	63.92510823	134	-0.0197007	No change	100005728		
NC_133183.1	28193108	28193649	0.0013308	19.14777983	281	cgi3973	0.021024115	12.06919643	46	-0.019693315	No change	378960		
NC_133176.1	17946666	17947113	0.001491101	12.89047619	210	cgi192	0.021182522	77.98275862	116	-0.01969142	No change	559552		
NC_133193.1	7720915	7721306	0.002979664	12.18571429	210	cgi8114	0.022656541	41.15909091	44	-0.019676878	No change	553524		
NC_133192.1	44788913	44790484	0.004513041	14.73965937	822	cgi7888	0.024171714	57.32463518	291	-0.019658673	No change	323882		
NC_133180.1	32396693	32397472	0	11.99739583	384	cgi2308	0.019649483	89.64670015	97	-0.019649483	No change	569227		
NC_133179.1	8374471	8374909	0.001808786	14.16666667	228	cgi1766	0.021447584	89.35	60	-0.019638798	No change	141381591;100144566		
NC_133180.1	76365193	76365912	0.001681364	11.77407407	270	cgi2513	0.02131515	10.02564103	28	-0.019633786	No change	101448000		
NC_133176.1	42492654	42493214	0.001152263	10.00328283	269	cgi280	0.020785407	93.50961539	104	-0.019633144	No change	30155;141386130		
NC_133189.1	58643213	58643418	0.008112276	16.85	120	cgi6685	0.027723648	106.9161765	77	-0.019611371	No change	100001644		
NC_133194.1	14131460	14131819	0.000241546	13.51628352	177	cgi8651	0.01984249	28.55555556	31	-0.019600944	No change	141379031;563393		
NC_133194.1	42879337	42879652	0.000396825	10.57738095	131	cgi8766	0.019997592	107.5357143	28	-0.019600766	No change	100034507		
NC_133191.1	5403801	5404412	0.011991762	15.44973545	378	cgi7211	0.03154894	92.93840151	135	-0.019557178	No change	100332515		
NC_133185.1	31518863	31519190	0.001567633	14.59615385	156	cgi4891	0.021122782	31.6952381	96	-0.019555148	No change	556638		
NC_133178.1	16877480	16878087	0.001575758	10.29323232	223	cgi1295	0.021103906	81.08333334	48	-0.019528148	No change	564992		
NC_133194.1	12414551	12415666	0.000899616	13.9862543	582	cgi8638	0.020419598	68.48529376	136	-0.019519983	No change	402965		
NC_133194.1	42877694	42878148	0.00030525	11.14507422	233	cgi8765	0.019822544	55.72222222	36	-0.019517294	No change	100034507		
NC_133185.1	631568	631807	0.001686508	11.64880952	168	cgi4688	0.021179077	111.4895834	96	-0.019492569	No change	403146		
NC_133190.1	19317150	19317445	0	11.98148148	162	cgi6861	0.019484974	50.16865079	68	-0.019484974	No change	449773;445504		
NC_133182.1	29648804	29649102	0.000555556	20.01333333	150	cgi3405	0.020037572	105.6458333	48	-0.019482016	No change	554722		
NC_133194.1	45834722	45835388	0	11.74152637	329	cgi8791	0.019478711	101.3751059	95	-0.019478711	No change	767773		
NC_133183.1	23058875	23059297	0.006147109	10.69295102	173	cgi3930	0.0256097	23.39285714	24	-0.019462592	No change	100006303		
NC_133195.1	55115887	55116161	0	10.60714286	168	cgi9253	0.019453466	100.5	80	-0.019453466	No change	567041;567105		
NC_133192.1	16404376	16404861	0.000730994	11.87140825	189	cgi7703	0.020183188	76.23919172	132	-0.019452193	No change	100192219		
NC_133178.1	23798987	23799606	0.000141844	21.65248227	282	cgi1370	0.01957173	17.83333333	22	-0.019429886	No change	565612		
NC_133176.1	10711212	10711647	0.24402559	14.40686275	204	cgi146	0.224601476	42.65871711	70	0.019424113	No change	553947		
NC_133183.1	10199036	10199313	0.000330688	20.03472222	144	cgi3836	0.019752781	80.71765534	87	-0.019422093	No change	568334		
NC_133186.1	39119465	39119802	0.003213006	10.57670251	183	cgi5314	0.022633922	53.36630037	89	-0.019420916	No change	100148645		
NC_133181.1	55378697	55379037	0.000605681	13.0304878	251	cgi3014	0.0200167	75.54951299	106	-0.01941102	No change	100334210		
NC_133176.1	17943916	17944199	0.002205688	16.06666667	180	cgi191	0.021594645	130.875	96	-0.019388957	No change	559630		
NC_133177.1	31126828	31127849	0.001035457	12.11685824	522	cgi832	0.020416426	17.8	28	-0.019380969	No change	777704		
NC_133193.1	467657	468200	0.000604323	19.26060606	330	cgi8041	0.01998355	91.55	40	-0.019379228	No change	562833		
NC_133176.1	57483800	57484123	0.004920241	10.83482143	164	cgi422	0.024295594	30.625	22	-0.019375353	No change	no_gene		
NC_133183.1	56878657	56880112	0.000224204	17.05923288	695	cgi4083	0.019588961	71.50143939	95	-0.019364757	No change	141375928;795398		
NC_133177.1	34927867	34928474	0.000411523	10.28148148	270	cgi852	0.019773137	180.5625	32	-0.019361614	No change	323738		
NC_133179.1	75827509	75827954	0.000642939	20.99415205	342	cgi2032	0.019991251	78.43181819	88	-0.019348312	No change	404601		
NC_133200.1	16287506	16287994	0.884859123	13.57184685	237	cgi11030	0.904198722	51.45912038	161	-0.019339599	No change	564413		
NC_133197.1	409279	409672	0.000842491	11.45714286	210	cgi9761	0.020180699	92.5118577	89	-0.019338208	No change	335083		
NC_133185.1	37966064	37966281	0.92878806	14.24166667	105	cgi4937	0.94810037	14.10826211	35	-0.01931231	No change	797445		
NC_133197.1	262078	262294	0	23.75757576	132	cgi9747	0.01931055	35.32142857	28	-0.01931055	No change	751640;562149		
NC_133192.1	25459317	25459612	0	13.03571429	168	cgi7786	0.019298015	106.9354839	124	-0.019298015	No change	560857		
NC_133176.1	322602	323044	0.002475919	10.51010101	198	cgi33	0.021751348	124.8636364	44	-0.019275429	No change	30715		
NC_133187.1	6001587	6002744	0.000688777	15.90476191	588	cgi5557	0.01994426	14.87151331	149	-0.019255483	No change	100001636		
NC_133195.1	29108777	29109717	0.000534759	11.80588235	510	cgi9057	0.019786177	148.575	40	-0.019251418	No change	406724		
NC_133198.1	39966696	39967194	0.85691064	17.45345254	216	cgi10379	0.837663644	50.04975297	74	0.019246996	No change	572042		
NC_133200.1	23006489	23006774	0.000576923	19.5	156	cgi11065	0.019818764	101.6115196	75	-0.019241841	No change	558558		
NC_133183.1	64321873	64323205	0.002234485	29.3552381	1050	cgi4192	0.021462568	57.48233592	289	-0.019228083	No change	402998		
NC_133182.1	50009187	50009746	0	10.84146342	246	cgi3526	0.019221079	31.35	58	-0.019221079	No change	497505;564555		
NC_133176.1	22766635	22766919	0	10.97230769	129	cgi218	0.019215337	22.52777778	36	-0.019215337	No change	793952		
NC_133183.1	62993902	62994236	0.000771605	13.38888889	144	cgi4148	0.019976501	21.07272727	38	-0.019204897	No change	30506;110440026		
NC_133178.1	94616	94995	0.922317631	19.35716691	210	cgi1113	0.941514202	12.95039683	37	-0.019196571	No change	402950		
NC_133190.1	22339782	22340201	0	15.38211382	246	cgi6875	0.019190551	81.56022728	53	-0.019190551	No change	327466		
NC_133193.1	290601	291370	0.002564818	15.3816001	436	cgi8033	0.021744795	12.67192983	63	-0.019179978	No change	280653		
NC_133180.1	14383438	14384415	0.001616285	12.51390543	514	cgi2199	0.020786769	80.91824249	120	-0.019170484	No change	321113		
NC_133192.1	25242777	25243789	0.000405467	11.76706697	472	cgi7784	0.019564979	53.02999591	128	-0.019159513	No change	561279;393618		
NC_133188.1	66790	67741	0.943226331	23.82017827	581	cgi5836	0.924069637	60.70200496	190	0.019156694	No change	100498671		
NC_133186.1	20152003	20152547	0	11.875	240	cgi5217	0.019147774	60.24	95	-0.019147774	No change	336260		
NC_133194.1	126359	127016	0.960348066	22.01352459	365	cgi8463	0.941201265	51.17708334	96	0.019146801	No change	406735		
NC_133194.1	46619277	46619584	0	15.16666667	168	cgi8801	0.019135167	60.72368421	76	-0.019135167	No change	30516		
NC_133191.1	39265	39804	0.905413102	25.84234234	222	cgi7132	0.924545745	66.30952381	78	-0.019132644	No change	393600		
NC_133191.1	11034210	11034670	0.002394759	16.04471545	246	cgi7237	0.021525579	98.109375	40	-0.019130819	No change	64611		
NC_133198.1	32763255	32763727	0.002735598	12.41111111	225	cgi10305	0.02186629	94.10936294	146	-0.019130692	No change	137489135;100004081		
NC_133192.1	33225099	33226243	0.000348415	20.02749141	582	cgi7844	0.019469685	69.82846548	88	-0.01912127	No change	566882		
NC_133194.1	23124348	23124804	0.00051786	13.16038647	273	cgi8683	0.019629113	181.7045455	44	-0.019111253	No change	563942		
NC_133186.1	47774770	47775665	0.909758565	18.95095188	371	cgi5442	0.89066839	68.99169547	111	0.019090175	No change	100329480		
NC_133200.1	37490493	37491287	0.000996249	12.8649789	474	cgi11140	0.020086162	97.87747264	103	-0.019089912	No change	100331323		
NC_133194.1	284095	284634	0.000424383	13.96527778	288	cgi8471	0.019506821	74.05803572	60	-0.019082438	No change	407674		
NC_133186.1	31729753	31729985	0	12.1984127	110	cgi5272	0.019069879	62.63333333	45	-0.019069879	No change	553422;100001767		
NC_133195.1	33488755	33489048	0	11.63556505	157	cgi9088	0.019068152	63.71428571	28	-0.019068152	No change	406270		
NC_133176.1	11351498	11351831	0.010360149	10.78888889	180	cgi148	0.029425137	169.375	56	-0.019064988	No change	110439781		
NC_133196.1	4208468	4209549	0.000104167	13.50333333	600	cgi9418	0.019167212	92.81667239	191	-0.019063045	No change	326282		
NC_133183.1	83272	84164	0.00118749	29.73251029	486	cgi3720	0.020244814	46.97992886	130	-0.019057324	No change	406849		
NC_133193.1	22798262	22798694	0.005633093	21.46929825	228	cgi8198	0.024689174	98.45106705	78	-0.019056081	No change	565258		
NC_133194.1	2790387	2791454	0.001378329	12.33524904	522	cgi8543	0.020429978	51.04119533	197	-0.019051649	No change	321264		
NC_133198.1	30662823	30663138	0.001625539	11.56190476	205	cgi10295	0.020666815	96.225	40	-0.019041276	No change	558147		
NC_133188.1	214121	214345	0.958327942	19.26984127	126	cgi5847	0.977358537	37.97727273	44	-0.019030596	No change	799650		
NC_133189.1	13946528	13946954	0.946452531	10.23266733	129	cgi6475	0.965471633	87.00000001	52	-0.019019101	No change	110440217		
NC_133200.1	21253316	21253832	0.014019165	20.3768116	276	cgi11055	0.033009346	72.8125	32	-0.018990181	No change	569012		
NC_133194.1	21637978	21639065	0	14.5754717	636	cgi8667	0.018989698	54.19509804	62	-0.018989698	No change	553471;100333241		
NC_133187.1	14538956	14539656	0.000466102	10.90997621	356	cgi5591	0.019450484	86.12132353	67	-0.018984383	No change	794259;327313		
NC_133182.1	22789767	22790224	0	24.77631579	228	cgi3343	0.018983248	63	28	-0.018983248	No change	572785		
NC_133178.1	45266383	45266711	0.006252293	10.61027778	149	cgi1500	0.025214496	46.09375	32	-0.018962203	No change	566015		
NC_133184.1	13499164	13501399	0.002896112	13.82903226	930	cgi4309	0.021849715	49.09435242	122	-0.018953603	No change	30369		
NC_133178.1	3398593	3398808	0.893695138	13.03125	96	cgi1158	0.874752043	20.33333334	27	0.018943094	No change	561431		
NC_133189.1	43442652	43443668	9.97E-05	14.09848485	528	cgi6589	0.019038127	27.58152174	82	-0.018938446	No change	334222		
NC_133190.1	43388241	43388707	0	12.70325203	246	cgi7005	0.018892604	111.0833333	48	-0.018892604	No change	569256		
NC_133185.1	43098752	43099022	0.002493476	14.55769231	156	cgi4979	0.021382	132.0333334	60	-0.018888524	No change	103911773;565449		
NC_133184.1	27713872	27714338	0.000420875	10.91414141	198	cgi4374	0.019308335	109.7726244	64	-0.01888746	No change	406834		
NC_133197.1	4486321	4486846	0.951525034	21.69369369	222	cgi9853	0.970410994	33.77254902	59	-0.018885961	No change	556504		
NC_133183.1	12128604	12128832	0.002277106	19.12698413	126	cgi3851	0.021148556	115.15625	64	-0.01887145	No change	100004683		
NC_133181.1	62960627	62961608	0.002133723	14.30894309	492	cgi3073	0.021003339	34.37575758	147	-0.018869615	No change	141386393;798575		
NC_133196.1	3965625	3966005	0.000544662	16.13235294	204	cgi9415	0.019404627	126.1303419	80	-0.018859965	No change	100537309		
NC_133195.1	47365579	47366049	0.001041863	10.75673401	263	cgi9166	0.01989961	43.4625	80	-0.018857747	No change	405788		
NC_133195.1	56482401	56482898	0.004833691	16.88240741	269	cgi9281	0.023690119	84.31666668	63	-0.018856427	No change	571911		
NC_133188.1	56389810	56390103	0	10.20833333	214	cgi6216	0.018846005	61.97757475	148	-0.018846005	No change	100150035		
NC_133191.1	35947308	35947547	0.028855501	11.0877193	114	cgi7352	0.047700628	61.40625	32	-0.018845127	No change	564165		
NC_133181.1	3336592	3336882	0	10.58544061	177	cgi2755	0.018837728	21.65909091	44	-0.018837728	No change	393305		
NC_133191.1	55673562	55674323	0.000186012	10.36362434	328	cgi7469	0.019021661	63.38095238	41	-0.018835649	No change	567622		
